sequence;type;annee;tour;departement;commune;numero_du_bureau;code_canton;code_circonscription;indicatif;nombre_dinscrits;nombre_dabstentions;nombre_de_votants;nombre_de_votants_dapres_les_feuilles_demargement;nombre_de_bulletins_blancs;nombre_de_bulletins_nuls;nombre_dexprimes;nombre_de_candidats;sigle_du_candidat1;nombre_de_voix_du_candidat1;sigle_du_candidat2;nombre_de_voix_du_candidat2;sigle_du_candidat3;nombre_de_voix_du_candidat3;sigle_du_candidat4;nombre_de_voix_du_candidat4;sigle_du_candidat5;nombre_de_voix_du_candidat5;sigle_du_candidat6;nombre_de_voix_du_candidat6;sigle_du_candidat7;nombre_de_voix_du_candidat7;sigle_du_candidat8;nombre_de_voix_du_candidat8;sigle_du_candidat9;nombre_de_voix_du_candidat9;sigle_du_candidat10;nombre_de_voix_du_candidat10;sigle_du_candidat11;nombre_de_voix_du_candidat11;sigle_du_candidat12;nombre_de_voix_du_candidat12
213;PR;2022;1;31;555;0204;23;02;I;625;155;470;470;5;3;462;12;ARTH;1;ROUS;15;MACR;102;LASS;13;LEPE;32;ZEMM;26;MELE;197;HIDA;8;JADO;38;PECR;16;POUT;8;DUPO;6
215;PR;2022;1;31;555;0206;23;02;I;994;224;770;770;7;1;762;12;ARTH;0;ROUS;13;MACR;205;LASS;19;LEPE;89;ZEMM;54;MELE;274;HIDA;21;JADO;50;PECR;26;POUT;6;DUPO;5
220;PR;2022;1;31;555;0211;23;02;I;1078;259;819;819;4;4;811;12;ARTH;3;ROUS;13;MACR;201;LASS;16;LEPE;103;ZEMM;55;MELE;306;HIDA;25;JADO;46;PECR;25;POUT;8;DUPO;10
226;PR;2022;1;31;555;0217;23;02;I;868;204;664;664;5;3;656;12;ARTH;4;ROUS;21;MACR;157;LASS;30;LEPE;78;ZEMM;40;MELE;240;HIDA;14;JADO;37;PECR;20;POUT;4;DUPO;11
229;PR;2022;1;31;555;0220;23;02;I;1108;256;852;852;17;8;827;12;ARTH;6;ROUS;16;MACR;201;LASS;31;LEPE;91;ZEMM;53;MELE;328;HIDA;7;JADO;54;PECR;29;POUT;4;DUPO;7
233;PR;2022;1;31;555;0224;24;03;I;1139;174;965;965;15;5;945;12;ARTH;2;ROUS;11;MACR;349;LASS;21;LEPE;87;ZEMM;115;MELE;144;HIDA;17;JADO;74;PECR;114;POUT;4;DUPO;7
238;PR;2022;1;31;555;0229;24;03;I;965;170;795;795;9;1;785;12;ARTH;1;ROUS;11;MACR;295;LASS;23;LEPE;63;ZEMM;111;MELE;132;HIDA;11;JADO;39;PECR;82;POUT;3;DUPO;14
239;PR;2022;1;31;555;0230;24;03;I;971;176;795;795;8;3;784;12;ARTH;1;ROUS;20;MACR;294;LASS;27;LEPE;75;ZEMM;80;MELE;156;HIDA;19;JADO;57;PECR;43;POUT;5;DUPO;7
240;PR;2022;1;31;555;0231;24;03;I;895;143;752;752;11;3;738;12;ARTH;0;ROUS;15;MACR;271;LASS;25;LEPE;83;ZEMM;98;MELE;103;HIDA;9;JADO;50;PECR;76;POUT;1;DUPO;7
241;PR;2022;1;31;555;0232;24;03;I;903;187;716;716;11;2;703;12;ARTH;2;ROUS;12;MACR;260;LASS;16;LEPE;63;ZEMM;69;MELE;118;HIDA;15;JADO;56;PECR;73;POUT;3;DUPO;16
245;PR;2022;1;31;555;0236;24;03;I;1154;268;886;886;18;3;865;12;ARTH;5;ROUS;20;MACR;210;LASS;33;LEPE;125;ZEMM;53;MELE;272;HIDA;33;JADO;76;PECR;22;POUT;8;DUPO;8
252;PR;2022;1;31;555;0243;25;03;I;1366;337;1029;1029;15;2;1012;12;ARTH;6;ROUS;13;MACR;254;LASS;32;LEPE;119;ZEMM;63;MELE;383;HIDA;13;JADO;73;PECR;35;POUT;3;DUPO;18
258;PR;2022;1;31;555;0249;25;03;I;952;207;745;745;5;3;737;12;ARTH;2;ROUS;14;MACR;205;LASS;23;LEPE;101;ZEMM;51;MELE;231;HIDA;16;JADO;56;PECR;24;POUT;4;DUPO;10
1;PR;2022;1;31;555;0001;17;04;I;962;227;735;735;12;2;721;12;ARTH;1;ROUS;8;MACR;255;LASS;21;LEPE;45;ZEMM;62;MELE;229;HIDA;11;JADO;51;PECR;36;POUT;1;DUPO;1
2;PR;2022;1;31;555;001A;24;02;I;23;21;2;2;0;0;2;12;ARTH;0;ROUS;0;MACR;2;LASS;0;LEPE;0;ZEMM;0;MELE;0;HIDA;0;JADO;0;PECR;0;POUT;0;DUPO;0
11;PR;2022;1;31;555;0010;17;01;I;1157;215;942;942;16;7;919;12;ARTH;2;ROUS;20;MACR;264;LASS;18;LEPE;52;ZEMM;63;MELE;331;HIDA;27;JADO;79;PECR;47;POUT;5;DUPO;11
22;PR;2022;1;31;555;0021;17;02;I;1062;231;831;831;12;1;818;12;ARTH;4;ROUS;21;MACR;215;LASS;22;LEPE;65;ZEMM;40;MELE;336;HIDA;17;JADO;68;PECR;20;POUT;5;DUPO;5
24;PR;2022;1;31;555;0023;17;02;I;993;224;769;769;12;4;753;12;ARTH;1;ROUS;16;MACR;212;LASS;14;LEPE;63;ZEMM;58;MELE;262;HIDA;19;JADO;66;PECR;30;POUT;7;DUPO;5
39;PR;2022;1;31;555;0038;18;04;I;959;177;782;783;11;5;766;12;ARTH;2;ROUS;26;MACR;192;LASS;16;LEPE;57;ZEMM;55;MELE;286;HIDA;26;JADO;72;PECR;23;POUT;5;DUPO;6
41;PR;2022;1;31;555;0040;18;04;I;943;153;790;790;3;3;784;12;ARTH;1;ROUS;10;MACR;260;LASS;21;LEPE;49;ZEMM;65;MELE;224;HIDA;22;JADO;73;PECR;53;POUT;3;DUPO;3
45;PR;2022;1;31;555;0044;18;04;I;1143;210;933;933;10;8;915;12;ARTH;2;ROUS;26;MACR;242;LASS;25;LEPE;59;ZEMM;45;MELE;332;HIDA;28;JADO;110;PECR;30;POUT;2;DUPO;14
49;PR;2022;1;31;555;0048;18;03;I;1037;181;856;856;12;3;841;12;ARTH;2;ROUS;11;MACR;270;LASS;20;LEPE;57;ZEMM;29;MELE;290;HIDA;15;JADO;84;PECR;45;POUT;11;DUPO;7
52;PR;2022;1;31;555;0051;18;03;I;995;188;807;807;11;3;793;12;ARTH;0;ROUS;11;MACR;291;LASS;25;LEPE;65;ZEMM;83;MELE;157;HIDA;19;JADO;53;PECR;78;POUT;1;DUPO;10
55;PR;2022;1;31;555;0054;18;03;I;1152;223;929;929;5;2;922;12;ARTH;1;ROUS;23;MACR;251;LASS;30;LEPE;62;ZEMM;35;MELE;359;HIDA;25;JADO;87;PECR;30;POUT;9;DUPO;10
59;PR;2022;1;31;555;0058;18;03;I;1204;214;990;987;10;4;976;12;ARTH;6;ROUS;8;MACR;360;LASS;22;LEPE;52;ZEMM;80;MELE;256;HIDA;26;JADO;87;PECR;62;POUT;5;DUPO;12
62;PR;2022;1;31;555;0061;18;03;I;921;162;759;758;11;2;746;12;ARTH;0;ROUS;10;MACR;278;LASS;11;LEPE;42;ZEMM;93;MELE;180;HIDA;9;JADO;67;PECR;44;POUT;5;DUPO;7
75;PR;2022;1;31;555;0073;19;09;I;675;288;387;387;4;2;381;12;ARTH;2;ROUS;1;MACR;80;LASS;7;LEPE;51;ZEMM;16;MELE;209;HIDA;5;JADO;2;PECR;3;POUT;3;DUPO;2
89;PR;2022;1;31;555;0085;20;09;I;939;195;744;744;7;3;734;12;ARTH;6;ROUS;16;MACR;178;LASS;19;LEPE;51;ZEMM;52;MELE;295;HIDA;17;JADO;61;PECR;20;POUT;10;DUPO;9
90;PR;2022;1;31;555;0086;20;09;I;799;274;525;525;3;8;514;12;ARTH;3;ROUS;12;MACR;102;LASS;11;LEPE;66;ZEMM;28;MELE;240;HIDA;14;JADO;15;PECR;8;POUT;6;DUPO;9
96;PR;2022;1;31;555;0092;20;09;I;1170;308;862;862;14;3;845;12;ARTH;4;ROUS;20;MACR;197;LASS;34;LEPE;106;ZEMM;43;MELE;361;HIDA;13;JADO;34;PECR;19;POUT;1;DUPO;13
107;PR;2022;1;31;555;0103;20;04;I;799;322;477;477;4;2;471;12;ARTH;3;ROUS;8;MACR;71;LASS;8;LEPE;43;ZEMM;15;MELE;294;HIDA;2;JADO;12;PECR;8;POUT;4;DUPO;3
115;PR;2022;1;31;555;0111;20;04;I;779;157;622;622;7;3;612;12;ARTH;2;ROUS;9;MACR;154;LASS;25;LEPE;81;ZEMM;54;MELE;182;HIDA;25;JADO;50;PECR;20;POUT;0;DUPO;10
118;PR;2022;1;31;555;0113;15;04;I;842;169;673;673;3;3;667;12;ARTH;4;ROUS;13;MACR;162;LASS;23;LEPE;50;ZEMM;36;MELE;264;HIDA;16;JADO;68;PECR;20;POUT;6;DUPO;5
122;PR;2022;1;31;555;0117;15;04;I;1421;324;1097;1098;22;4;1071;12;ARTH;1;ROUS;24;MACR;234;LASS;24;LEPE;98;ZEMM;50;MELE;479;HIDA;29;JADO;93;PECR;17;POUT;9;DUPO;13
124;PR;2022;1;31;555;0119;15;04;I;985;238;747;746;6;4;737;12;ARTH;3;ROUS;15;MACR;187;LASS;10;LEPE;54;ZEMM;41;MELE;291;HIDA;35;JADO;64;PECR;24;POUT;2;DUPO;11
126;PR;2022;1;31;555;0121;15;04;I;1119;179;940;940;9;3;928;12;ARTH;5;ROUS;25;MACR;219;LASS;12;LEPE;57;ZEMM;39;MELE;393;HIDA;32;JADO;95;PECR;29;POUT;10;DUPO;12
127;PR;2022;1;31;555;0122;15;04;I;1149;222;927;927;14;3;910;12;ARTH;4;ROUS;16;MACR;233;LASS;28;LEPE;63;ZEMM;48;MELE;364;HIDA;38;JADO;76;PECR;27;POUT;6;DUPO;7
130;PR;2022;1;31;555;0125;15;04;I;932;187;745;744;4;4;737;12;ARTH;3;ROUS;17;MACR;183;LASS;22;LEPE;66;ZEMM;45;MELE;278;HIDA;26;JADO;50;PECR;34;POUT;4;DUPO;9
131;PR;2022;1;31;555;0126;15;04;I;1067;187;880;880;12;14;854;12;ARTH;2;ROUS;24;MACR;187;LASS;26;LEPE;63;ZEMM;28;MELE;395;HIDA;25;JADO;70;PECR;20;POUT;7;DUPO;7
137;PR;2022;1;31;555;0132;15;09;I;978;368;610;610;11;4;595;12;ARTH;2;ROUS;8;MACR;115;LASS;5;LEPE;57;ZEMM;33;MELE;328;HIDA;11;JADO;17;PECR;8;POUT;5;DUPO;6
139;PR;2022;1;31;555;0134;15;04;I;1118;280;838;838;5;5;828;12;ARTH;3;ROUS;25;MACR;199;LASS;10;LEPE;100;ZEMM;42;MELE;333;HIDA;22;JADO;52;PECR;23;POUT;3;DUPO;16
140;PR;2022;1;31;555;0135;15;04;I;976;309;667;667;11;3;653;12;ARTH;3;ROUS;13;MACR;121;LASS;20;LEPE;99;ZEMM;33;MELE;278;HIDA;27;JADO;23;PECR;19;POUT;6;DUPO;11
142;PR;2022;1;31;555;0137;15;04;I;389;141;248;248;2;5;241;12;ARTH;0;ROUS;3;MACR;43;LASS;10;LEPE;49;ZEMM;11;MELE;102;HIDA;2;JADO;6;PECR;7;POUT;2;DUPO;6
164;PR;2022;1;31;555;0159;16;01;I;1115;207;908;908;8;3;897;12;ARTH;2;ROUS;13;MACR;272;LASS;21;LEPE;65;ZEMM;45;MELE;326;HIDA;29;JADO;83;PECR;31;POUT;4;DUPO;6
168;PR;2022;1;31;555;0163;16;01;I;695;223;472;472;8;7;457;12;ARTH;2;ROUS;10;MACR;84;LASS;7;LEPE;57;ZEMM;20;MELE;220;HIDA;13;JADO;21;PECR;11;POUT;3;DUPO;9
173;PR;2022;1;31;555;0168;16;01;I;891;183;708;709;6;3;699;12;ARTH;1;ROUS;12;MACR;201;LASS;17;LEPE;46;ZEMM;41;MELE;258;HIDA;17;JADO;65;PECR;30;POUT;5;DUPO;6
195;PR;2022;1;31;555;188A;22;02;I;1104;309;795;795;12;3;780;12;ARTH;2;ROUS;12;MACR;165;LASS;14;LEPE;125;ZEMM;40;MELE;329;HIDA;17;JADO;39;PECR;14;POUT;4;DUPO;19
196;PR;2022;1;31;555;0189;22;02;I;1450;355;1095;1095;9;1;1085;12;ARTH;5;ROUS;23;MACR;224;LASS;29;LEPE;119;ZEMM;45;MELE;507;HIDA;18;JADO;75;PECR;21;POUT;12;DUPO;7
199;PR;2022;1;31;555;0192;22;02;I;1149;396;753;751;11;6;736;12;ARTH;2;ROUS;18;MACR;132;LASS;20;LEPE;114;ZEMM;37;MELE;326;HIDA;28;JADO;25;PECR;19;POUT;2;DUPO;13
212;PR;2022;1;31;555;0203;23;02;I;1142;241;901;901;7;3;891;12;ARTH;4;ROUS;21;MACR;229;LASS;11;LEPE;63;ZEMM;65;MELE;375;HIDA;31;JADO;54;PECR;26;POUT;8;DUPO;4
218;PR;2022;1;31;555;0209;23;02;I;1062;214;848;848;10;4;834;12;ARTH;1;ROUS;31;MACR;196;LASS;24;LEPE;138;ZEMM;81;MELE;253;HIDA;15;JADO;42;PECR;34;POUT;6;DUPO;13
219;PR;2022;1;31;555;0210;23;02;I;1069;214;855;855;14;2;839;12;ARTH;3;ROUS;22;MACR;255;LASS;25;LEPE;88;ZEMM;74;MELE;243;HIDA;12;JADO;57;PECR;33;POUT;7;DUPO;20
232;PR;2022;1;31;555;0223;24;04;I;189;46;143;143;3;0;140;12;ARTH;1;ROUS;4;MACR;52;LASS;1;LEPE;9;ZEMM;6;MELE;37;HIDA;6;JADO;12;PECR;7;POUT;1;DUPO;4
235;PR;2022;1;31;555;0226;24;03;I;1191;228;963;963;11;1;951;12;ARTH;2;ROUS;15;MACR;322;LASS;30;LEPE;60;ZEMM;72;MELE;279;HIDA;26;JADO;82;PECR;52;POUT;3;DUPO;8
237;PR;2022;1;31;555;0228;24;03;I;892;169;723;724;8;1;714;12;ARTH;0;ROUS;11;MACR;255;LASS;8;LEPE;59;ZEMM;54;MELE;210;HIDA;13;JADO;50;PECR;38;POUT;5;DUPO;11
243;PR;2022;1;31;555;0234;24;03;I;912;176;736;736;9;2;725;12;ARTH;5;ROUS;9;MACR;208;LASS;17;LEPE;67;ZEMM;59;MELE;231;HIDA;20;JADO;56;PECR;42;POUT;4;DUPO;7
247;PR;2022;1;31;555;0238;24;03;I;1182;241;941;941;17;6;918;12;ARTH;4;ROUS;35;MACR;225;LASS;15;LEPE;130;ZEMM;54;MELE;321;HIDA;23;JADO;57;PECR;34;POUT;5;DUPO;15
251;PR;2022;1;31;555;0242;25;03;I;1526;367;1159;1159;16;5;1138;12;ARTH;2;ROUS;14;MACR;342;LASS;36;LEPE;127;ZEMM;88;MELE;347;HIDA;26;JADO;69;PECR;61;POUT;3;DUPO;23
254;PR;2022;1;31;555;0245;25;03;I;995;204;791;791;7;2;782;12;ARTH;1;ROUS;19;MACR;266;LASS;31;LEPE;78;ZEMM;87;MELE;170;HIDA;23;JADO;50;PECR;46;POUT;6;DUPO;5
